Strategy,Trade_Number,Position_ID,Opening_Time,Closing_Time,Position_Type,Trade_Rule,Entry_Price,Exit_Price,Price_Difference,PnL,Position_Size_USD,Return_Percent,Holding_Period,Result,Signal_Strength,Predicted_Price,Shares,Open_Action,Close_Action,Debug_Info
Ultra Conservative,12,P12,2025-04-16 16:00:00,2025-04-22 02:30:00,LONG,DIRECT_LONG,3326.11,3467.96,141.85,1.51,35.42,4.26,0.0,SUCCESS,0.11619519532917891,2939.636417887688,0.0106,OPEN_LONG_P12,CLOSE_LONG_P12,"ID:P12, Rule:DIRECT_LONG, Type:LONG, Shares:0.0106, PnL:$1.51, Status:CLOSED"
Ultra Conservative,13,P13,2025-04-16 18:30:00,2025-04-17 14:30:00,LONG,DIRECT_LONG,3337.93,3294.34,-43.59,-0.46,35.47,-1.31,0.0,FAILED,0.13113416444771628,2900.2089941358568,0.0106,OPEN_LONG_P13,CLOSE_LONG_P13,"ID:P13, Rule:DIRECT_LONG, Type:LONG, Shares:0.0106, PnL:$-0.46, Status:CLOSED"
Ultra Conservative,14,P14,2025-04-17 14:30:00,2025-04-21 14:00:00,LONG,DIRECT_LONG,3294.34,3426.32,131.98,1.42,35.47,4.01,0.0,SUCCESS,0.13375092819510043,2853.714635964394,0.0108,OPEN_LONG_P14,CLOSE_LONG_P14,"ID:P14, Rule:DIRECT_LONG, Type:LONG, Shares:0.0108, PnL:$1.42, Status:CLOSED"
Ultra Conservative,15,P15,2025-04-21 14:00:00,2025-04-22 16:30:00,LONG,DIRECT_LONG,3426.32,3383.62,-42.7,-0.44,35.52,-1.25,0.0,FAILED,0.14772446058272373,2920.164464838505,0.0104,OPEN_LONG_P15,CLOSE_LONG_P15,"ID:P15, Rule:DIRECT_LONG, Type:LONG, Shares:0.0104, PnL:$-0.44, Status:CLOSED"
Ultra Conservative,16,P16,2025-04-21 22:00:00,2025-04-22 16:30:00,LONG,DIRECT_LONG,3431.91,3383.62,-48.3,-0.5,35.49,-1.41,0.0,FAILED,0.1437966592601383,2938.4170881352425,0.0103,OPEN_LONG_P16,CLOSE_LONG_P16,"ID:P16, Rule:DIRECT_LONG, Type:LONG, Shares:0.0103, PnL:$-0.50, Status:CLOSED"
Ultra Conservative,17,P17,2025-04-22 02:30:00,2025-04-22 13:30:00,LONG,DIRECT_LONG,3467.97,3411.68,-56.29,-0.58,35.53,-1.62,0.0,FAILED,0.1049298407922693,3104.071984676838,0.0102,OPEN_LONG_P17,CLOSE_LONG_P17,"ID:P17, Rule:DIRECT_LONG, Type:LONG, Shares:0.0102, PnL:$-0.58, Status:CLOSED"
Ultra Conservative,18,P18,2025-04-22 13:30:00,2025-04-22 19:30:00,LONG,DIRECT_LONG,3411.68,3374.58,-37.1,-0.39,35.62,-1.09,0.0,FAILED,0.15404634117039753,2886.118948987484,0.0104,OPEN_LONG_P18,CLOSE_LONG_P18,"ID:P18, Rule:DIRECT_LONG, Type:LONG, Shares:0.0104, PnL:$-0.39, Status:CLOSED"
Ultra Conservative,19,P19,2025-04-22 16:30:00,2025-04-22 22:00:00,LONG,DIRECT_LONG,3383.61,3334.78,-48.84,-0.51,35.58,-1.44,0.0,FAILED,0.16140894510523884,2837.469272207737,0.0105,OPEN_LONG_P19,CLOSE_LONG_P19,"ID:P19, Rule:DIRECT_LONG, Type:LONG, Shares:0.0105, PnL:$-0.51, Status:CLOSED"
Ultra Conservative,20,P20,2025-04-22 17:00:00,2025-04-22 22:00:00,LONG,DIRECT_LONG,3396.34,3334.78,-61.56,-0.64,35.58,-1.81,0.0,FAILED,0.16218202055963085,2845.510527202606,0.0105,OPEN_LONG_P20,CLOSE_LONG_P20,"ID:P20, Rule:DIRECT_LONG, Type:LONG, Shares:0.0105, PnL:$-0.64, Status:CLOSED"
Ultra Conservative,21,P21,2025-04-22 19:30:00,2025-04-22 22:00:00,LONG,DIRECT_LONG,3374.57,3334.78,-39.8,-0.42,35.54,-1.18,0.0,FAILED,0.15822370428553015,2840.637243110657,0.0105,OPEN_LONG_P21,CLOSE_LONG_P21,"ID:P21, Rule:DIRECT_LONG, Type:LONG, Shares:0.0105, PnL:$-0.42, Status:CLOSED"
Ultra Conservative,22,P22,2025-04-22 22:00:00,2025-04-23 13:30:00,LONG,DIRECT_LONG,3334.78,3291.7,-43.08,-0.46,35.45,-1.29,0.0,FAILED,0.13548252438177324,2882.971264754772,0.0106,OPEN_LONG_P22,CLOSE_LONG_P22,"ID:P22, Rule:DIRECT_LONG, Type:LONG, Shares:0.0106, PnL:$-0.46, Status:CLOSED"
Ultra Conservative,23,P23,2025-04-22 22:30:00,2025-04-23 13:30:00,LONG,DIRECT_LONG,3332.09,3291.7,-40.4,-0.43,35.45,-1.21,0.0,FAILED,0.13186358328514527,2892.7130134534837,0.0106,OPEN_LONG_P23,CLOSE_LONG_P23,"ID:P23, Rule:DIRECT_LONG, Type:LONG, Shares:0.0106, PnL:$-0.43, Status:CLOSED"
Ultra Conservative,24,P24,2025-04-22 23:00:00,2025-04-23 01:30:00,SHORT,DIRECT_SHORT,3340.7,3385.56,44.85,-0.48,35.45,-1.34,0.0,FAILED,0.12127052655751766,2935.575945576668,0.0106,OPEN_SHORT_P24,CLOSE_SHORT_P24,"ID:P24, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0106, PnL:$-0.48, Status:CLOSED"
Ultra Conservative,25,P25,2025-04-23 01:30:00,2025-04-23 03:00:00,LONG,DIRECT_LONG,3385.55,3335.9,-49.65,-0.52,35.45,-1.47,0.0,FAILED,0.10422338047910759,3032.7010131020547,0.0105,OPEN_LONG_P25,CLOSE_LONG_P25,"ID:P25, Rule:DIRECT_LONG, Type:LONG, Shares:0.0105, PnL:$-0.52, Status:CLOSED"
Ultra Conservative,26,P26,2025-04-23 03:00:00,2025-04-23 13:30:00,LONG,DIRECT_LONG,3335.91,3291.7,-44.21,-0.47,35.44,-1.33,0.0,FAILED,0.14668413007074854,2846.5806770763397,0.0106,OPEN_LONG_P26,CLOSE_LONG_P26,"ID:P26, Rule:DIRECT_LONG, Type:LONG, Shares:0.0106, PnL:$-0.47, Status:CLOSED"
Ultra Conservative,27,P27,2025-04-23 13:30:00,2025-04-03 13:00:00,LONG,DIRECT_LONG,3291.7,3059.22,-232.47,-2.5,35.44,-7.06,0.0,FAILED,0.13807676680426048,2837.18839709425,0.0108,OPEN_LONG_P27,CLOSE_LONG_P27,"ID:P27, Rule:DIRECT_LONG, Type:LONG, Shares:0.0108, PnL:$-2.50, Status:CLOSED"
Ultra Conservative,28,P28,2025-04-03 15:30:00,2025-04-06 23:30:00,SHORT,DIRECT_SHORT,3112.78,2987.22,-125.55,1.43,35.37,4.03,0.0,SUCCESS,0.15720340879388697,2623.4361591916086,0.0114,OPEN_SHORT_P28,CLOSE_SHORT_P28,"ID:P28, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0114, PnL:$1.43, Status:CLOSED"
Ultra Conservative,29,P29,2025-04-03 16:00:00,2025-04-04 13:30:00,LONG,DIRECT_LONG,3108.45,3074.34,-34.1,-0.39,35.37,-1.1,0.0,FAILED,0.10521330114502608,2781.397924482346,0.0114,OPEN_LONG_P29,CLOSE_LONG_P29,"ID:P29, Rule:DIRECT_LONG, Type:LONG, Shares:0.0114, PnL:$-0.39, Status:CLOSED"
Ultra Conservative,30,P30,2025-04-03 17:30:00,2025-04-04 13:30:00,LONG,DIRECT_LONG,3106.35,3074.34,-32.0,-0.36,35.38,-1.03,0.0,FAILED,0.15865405694574886,2613.513287514687,0.0114,OPEN_LONG_P30,CLOSE_LONG_P30,"ID:P30, Rule:DIRECT_LONG, Type:LONG, Shares:0.0114, PnL:$-0.36, Status:CLOSED"
Ultra Conservative,31,P31,2025-04-04 17:30:00,2025-04-06 23:30:00,LONG,DIRECT_LONG,3023.65,2987.22,-36.42,-0.43,35.36,-1.2,0.0,FAILED,0.11228892826869599,2684.125806618214,0.0117,OPEN_LONG_P31,CLOSE_LONG_P31,"ID:P31, Rule:DIRECT_LONG, Type:LONG, Shares:0.0117, PnL:$-0.43, Status:CLOSED"
Ultra Conservative,32,P32,2025-04-04 20:00:00,2025-04-06 23:30:00,LONG,DIRECT_LONG,3038.43,2987.22,-51.2,-0.6,35.36,-1.69,0.0,FAILED,0.13329896083994283,2633.406104909897,0.0116,OPEN_LONG_P32,CLOSE_LONG_P32,"ID:P32, Rule:DIRECT_LONG, Type:LONG, Shares:0.0116, PnL:$-0.60, Status:CLOSED"
Ultra Conservative,33,P33,2025-04-06 23:30:00,2025-04-10 02:30:00,LONG,DIRECT_LONG,2987.22,3113.72,126.5,1.5,35.35,4.23,0.0,SUCCESS,0.1028220521007292,2680.072395413399,0.0118,OPEN_LONG_P33,CLOSE_LONG_P33,"ID:P33, Rule:DIRECT_LONG, Type:LONG, Shares:0.0118, PnL:$1.50, Status:CLOSED"
Ultra Conservative,34,P34,2025-04-07 04:30:00,2025-04-07 15:00:00,LONG,DIRECT_LONG,3027.53,2984.66,-42.86,-0.5,35.41,-1.42,0.0,FAILED,0.10154037384440305,2720.1089796767237,0.0117,OPEN_LONG_P34,CLOSE_LONG_P34,"ID:P34, Rule:DIRECT_LONG, Type:LONG, Shares:0.0117, PnL:$-0.50, Status:CLOSED"
Ultra Conservative,35,P35,2025-04-07 05:30:00,2025-04-07 13:30:00,LONG,DIRECT_LONG,3039.03,3006.7,-32.32,-0.38,35.39,-1.06,0.0,FAILED,0.13732391293294946,2621.6941954989434,0.0116,OPEN_LONG_P35,CLOSE_LONG_P35,"ID:P35, Rule:DIRECT_LONG, Type:LONG, Shares:0.0116, PnL:$-0.38, Status:CLOSED"
Ultra Conservative,36,P36,2025-04-07 13:30:00,2025-04-07 16:30:00,LONG,DIRECT_LONG,3006.7,2974.86,-31.84,-0.37,35.35,-1.06,0.0,FAILED,0.12058441203197184,2644.14324542141,0.0118,OPEN_LONG_P36,CLOSE_LONG_P36,"ID:P36, Rule:DIRECT_LONG, Type:LONG, Shares:0.0118, PnL:$-0.37, Status:CLOSED"
Ultra Conservative,37,P37,2025-04-08 08:00:00,2025-04-08 23:30:00,LONG,DIRECT_LONG,3007.16,2973.44,-33.73,-0.4,35.34,-1.12,0.0,FAILED,0.14945490929670163,2557.7294276847842,0.0118,OPEN_LONG_P37,CLOSE_LONG_P37,"ID:P37, Rule:DIRECT_LONG, Type:LONG, Shares:0.0118, PnL:$-0.40, Status:CLOSED"
Ultra Conservative,38,P38,2025-04-08 11:30:00,2025-04-08 23:30:00,LONG,DIRECT_LONG,3008.89,2973.44,-35.45,-0.42,35.33,-1.18,0.0,FAILED,0.12480148093819508,2633.371696027279,0.0117,OPEN_LONG_P38,CLOSE_LONG_P38,"ID:P38, Rule:DIRECT_LONG, Type:LONG, Shares:0.0117, PnL:$-0.42, Status:CLOSED"
Ultra Conservative,39,P39,2025-04-10 05:30:00,2025-04-11 13:30:00,LONG,DIRECT_LONG,3115.18,3240.1,124.92,1.42,35.32,4.01,0.0,SUCCESS,0.12972935358325083,2711.0540636577607,0.0113,OPEN_LONG_P39,CLOSE_LONG_P39,"ID:P39, Rule:DIRECT_LONG, Type:LONG, Shares:0.0113, PnL:$1.42, Status:CLOSED"
Ultra Conservative,40,P40,2025-04-10 08:00:00,2025-04-11 13:30:00,LONG,DIRECT_LONG,3110.82,3240.1,129.29,1.47,35.32,4.16,0.0,SUCCESS,0.11805733143301796,2743.5604825181963,0.0114,OPEN_LONG_P40,CLOSE_LONG_P40,"ID:P40, Rule:DIRECT_LONG, Type:LONG, Shares:0.0114, PnL:$1.47, Status:CLOSED"
Ultra Conservative,41,P41,2025-04-11 03:30:00,2025-04-16 22:00:00,LONG,DIRECT_LONG,3215.91,3354.06,138.16,1.51,35.23,4.3,0.0,SUCCESS,0.11723616471314963,2838.8846317181587,0.011,OPEN_LONG_P41,CLOSE_LONG_P41,"ID:P41, Rule:DIRECT_LONG, Type:LONG, Shares:0.0110, PnL:$1.51, Status:CLOSED"
Ultra Conservative,42,P42,2025-04-11 13:30:00,2025-04-14 12:30:00,LONG,DIRECT_LONG,3240.11,3206.58,-33.53,-0.37,35.43,-1.03,0.0,FAILED,0.11176533763678824,2877.9735706963543,0.0109,OPEN_LONG_P42,CLOSE_LONG_P42,"ID:P42, Rule:DIRECT_LONG, Type:LONG, Shares:0.0109, PnL:$-0.37, Status:CLOSED"
Ultra Conservative,43,P43,2025-04-11 14:30:00,2025-04-14 13:00:00,LONG,DIRECT_LONG,3230.2,3196.12,-34.08,-0.37,35.43,-1.06,0.0,FAILED,0.10573160218979852,2888.670249948502,0.011,OPEN_LONG_P43,CLOSE_LONG_P43,"ID:P43, Rule:DIRECT_LONG, Type:LONG, Shares:0.0110, PnL:$-0.37, Status:CLOSED"
Ultra Conservative,44,P44,2025-04-14 12:30:00,2025-04-15 23:00:00,SHORT,DIRECT_SHORT,3206.57,3241.5,34.93,-0.39,35.43,-1.09,0.0,FAILED,0.11222634099145685,2846.712820635319,0.011,OPEN_SHORT_P44,CLOSE_SHORT_P44,"ID:P44, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0110, PnL:$-0.39, Status:CLOSED"
Ultra Conservative,45,P45,2025-04-14 13:00:00,2025-04-16 16:00:00,LONG,DIRECT_LONG,3196.12,3326.12,129.99,1.44,35.41,4.07,0.0,SUCCESS,0.11100754043863759,2841.3310248155594,0.0111,OPEN_LONG_P45,CLOSE_LONG_P45,"ID:P45, Rule:DIRECT_LONG, Type:LONG, Shares:0.0111, PnL:$1.44, Status:CLOSED"
Ultra Conservative,46,P46,2025-04-16 10:00:00,2025-04-16 18:30:00,SHORT,DIRECT_SHORT,3299.64,3337.92,38.28,-0.41,35.36,-1.16,0.0,FAILED,0.10477193100784082,2953.934821709633,0.0107,OPEN_SHORT_P46,CLOSE_SHORT_P46,"ID:P46, Rule:DIRECT_SHORT, Type:SHORT, Shares:0.0107, PnL:$-0.41, Status:CLOSED"
Ultra Conservative,47,P47,2025-04-16 16:00:00,2025-04-21 09:45:00,LONG,DIRECT_LONG,3326.11,3394.64,68.53,0.73,35.39,2.06,0.0,SUCCESS,0.11619519532917891,2939.636417887688,0.0106,OPEN_LONG_P47,CLOSE_LONG_P47,"ID:P47, Rule:DIRECT_LONG, Type:LONG, Shares:0.0106, PnL:$0.73, Status:CLOSED"
Ultra Conservative,48,P48,2025-04-16 18:30:00,2025-04-17 14:30:00,LONG,DIRECT_LONG,3337.93,3294.34,-43.59,-0.46,35.37,-1.31,0.0,FAILED,0.13113416444771628,2900.2089941358568,0.0106,OPEN_LONG_P48,CLOSE_LONG_P48,"ID:P48, Rule:DIRECT_LONG, Type:LONG, Shares:0.0106, PnL:$-0.46, Status:CLOSED"
Ultra Conservative,49,P49,2025-04-16 22:00:00,2025-04-17 08:30:00,LONG,DIRECT_LONG,3354.07,3318.12,-35.94,-0.38,35.4,-1.07,0.0,FAILED,0.12240438362639848,2943.512741032124,0.0106,OPEN_LONG_P49,CLOSE_LONG_P49,"ID:P49, Rule:DIRECT_LONG, Type:LONG, Shares:0.0106, PnL:$-0.38, Status:CLOSED"
Ultra Conservative,50,P50,2025-04-17 10:00:00,2025-04-21 09:45:00,LONG,DIRECT_LONG,3324.05,3394.64,70.6,0.75,35.44,2.12,0.0,SUCCESS,0.10284003567790398,2982.2000936050417,0.0107,OPEN_LONG_P50,CLOSE_LONG_P50,"ID:P50, Rule:DIRECT_LONG, Type:LONG, Shares:0.0107, PnL:$0.75, Status:CLOSED"
Ultra Conservative,51,P51,2025-04-17 14:30:00,2025-04-21 09:45:00,LONG,DIRECT_LONG,3294.34,3394.64,100.31,1.08,35.42,3.04,0.0,SUCCESS,0.13375092819510043,2853.714635964394,0.0108,OPEN_LONG_P51,CLOSE_LONG_P51,"ID:P51, Rule:DIRECT_LONG, Type:LONG, Shares:0.0108, PnL:$1.08, Status:CLOSED"
